fixture_date,season,division,home_team,away_team,home_score,away_score
2012-11-12,12,2,Preston Club A,Castle Snooker Club E,2,3
2012-11-19,12,2,Annunciation Club A,Preston Club A,2,3
2012-11-19,12,2,Castle Snooker Club E,Champion House B,5,0
2012-11-19,12,2,Champion House A,Annunciation Club B,3,2
2012-11-26,12,2,Annunciation Club B,Castle Snooker Club E,3,2
2012-11-26,12,2,Castle Snooker Club C,Champion House A,5,0
2012-12-10,12,2,Annunciation Club A,Champion House B,2,3
2012-12-10,12,2,Castle Snooker Club E,Castle Snooker Club C,3,2
2012-12-17,12,2,Champion House A,Annunciation Club A,3,2
2013-01-07,12,2,Annunciation Club A,Annunciation Club B,3,2
2013-01-07,12,2,Champion House A,Castle Snooker Club E,2,3
2013-01-14,12,2,Castle Snooker Club E,Annunciation Club A,5,0
2013-01-14,12,2,Preston Club A,Champion House A,3,2
2013-01-21,12,2,Annunciation Club A,Castle Snooker Club C,2,3
2013-01-21,12,2,Castle Snooker Club E,Preston Club A,5,0
2013-01-21,12,2,Champion House A,Champion House B,1,4
2013-01-28,12,2,Annunciation Club B,Champion House A,2,3
2013-01-28,12,2,Champion House B,Castle Snooker Club E,1,4
2013-01-28,12,2,Preston Club A,Annunciation Club A,3,2
2013-02-04,12,2,Castle Snooker Club E,Annunciation Club B,5,0
2013-02-04,12,2,Champion House A,Castle Snooker Club C,3,2
2013-02-04,12,2,Preston Club A,Champion House B,2,3
2013-02-11,12,2,Annunciation Club B,Preston Club A,1,4
2013-02-11,12,2,Castle Snooker Club C,Castle Snooker Club E,1,4
2013-02-11,12,2,Champion House B,Annunciation Club A,4,1
2013-02-18,12,2,Annunciation Club A,Champion House A,1,4
2013-02-18,12,2,Preston Club A,Castle Snooker Club C,1,4
2013-02-25,12,2,Annunciation Club B,Annunciation Club A,1,4
2013-02-25,12,2,Castle Snooker Club E,Champion House A,3,2
2013-03-04,12,2,Annunciation Club A,Castle Snooker Club E,1,4
2013-03-04,12,2,Champion House A,Preston Club A,2,3
2013-03-11,12,2,Castle Snooker Club C,Annunciation Club A,3,2
2013-03-11,12,2,Champion House B,Champion House A,4,1
2013-03-11,12,2,Preston Club A,Castle Snooker Club E,2,3
2013-03-18,12,2,Annunciation Club A,Preston Club A,4,1
2013-03-18,12,2,Castle Snooker Club E,Champion House B,2,3
2013-03-25,12,2,Annunciation Club B,Castle Snooker Club E,1,4
2013-03-25,12,2,Champion House B,Preston Club A,5,0
2013-04-08,12,2,Annunciation Club A,Champion House B,3,2
2013-04-08,12,2,Castle Snooker Club E,Castle Snooker Club C,3,2
2013-04-08,12,2,Preston Club A,Annunciation Club B,5,0
2013-04-15,12,2,Castle Snooker Club C,Preston Club A,5,0
2013-04-15,12,2,Champion House A,Annunciation Club A,3,2
2012-09-10,12,3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,1,4
2012-09-10,12,3,Portslade Sports Centre A,National Association of Railway Clubs C,5,0
2012-09-17,12,3,Goldstone Ex-Services Club A,Portslade Sports Centre A,1,4
2012-09-17,12,3,Moulsecoomb Club A,Hove Deep Sea Anglers A,2,3
2012-09-17,12,3,National Association of Railway Clubs C,Rileys A,1,4
2012-09-24,12,3,Champion House C,National Association of Railway Clubs C,1,4
2012-09-24,12,3,Hove Deep Sea Anglers A,Portslade Sports Centre A,2,3
2012-09-24,12,3,Rileys A,Goldstone Ex-Services Club A,1,4
2012-10-01,12,3,Goldstone Ex-Services Club A,Champion House C,4,1
2012-10-01,12,3,National Association of Railway Clubs C,Moulsecoomb Club A,3,2
2012-10-01,12,3,Portslade Sports Centre A,Rileys A,5,0
2012-10-08,12,3,Hove Deep Sea Anglers A,Rileys A,3,2
2012-10-15,12,3,National Association of Railway Clubs C,Hove Deep Sea Anglers A,2,3
2012-10-15,12,3,Rileys A,Champion House C,3,2
2012-10-22,12,3,Hove Deep Sea Anglers A,Champion House C,2,3
2012-10-22,12,3,Moulsecoomb Club A,Rileys A,4,1
2012-10-22,12,3,National Association of Railway Clubs C,Goldstone Ex-Services Club A,3,2
2012-10-29,12,3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,4,1
2012-10-29,12,3,National Association of Railway Clubs C,Portslade Sports Centre A,0,5
2012-11-05,12,3,Hove Deep Sea Anglers A,Moulsecoomb Club A,4,1
2012-11-05,12,3,Portslade Sports Centre A,Goldstone Ex-Services Club A,5,0
2012-11-05,12,3,Rileys A,National Association of Railway Clubs C,4,1
2012-11-12,12,3,Goldstone Ex-Services Club A,Rileys A,0,5
2012-11-12,12,3,National Association of Railway Clubs C,Champion House C,4,1
2012-11-12,12,3,Portslade Sports Centre A,Hove Deep Sea Anglers A,4,1
2012-11-19,12,3,Champion House C,Goldstone Ex-Services Club A,2,3
2012-11-19,12,3,Moulsecoomb Club A,National Association of Railway Clubs C,3,2
2012-11-19,12,3,Rileys A,Portslade Sports Centre A,2,3
2012-11-26,12,3,Goldstone Ex-Services Club A,Moulsecoomb Club A,1,4
2012-11-26,12,3,Portslade Sports Centre A,Champion House C,4,1
2012-11-26,12,3,Rileys A,Hove Deep Sea Anglers A,1,4
2012-12-10,12,3,Champion House C,Rileys A,2,3
2012-12-10,12,3,Hove Deep Sea Anglers A,National Association of Railway Clubs C,5,0
2012-12-10,12,3,Moulsecoomb Club A,Portslade Sports Centre A,3,2
2012-12-17,12,3,Champion House C,Hove Deep Sea Anglers A,4,1
2012-12-17,12,3,Goldstone Ex-Services Club A,National Association of Railway Clubs C,4,1
2012-12-17,12,3,Rileys A,Moulsecoomb Club A,4,1
2013-01-07,12,3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,4,1
2013-01-07,12,3,Portslade Sports Centre A,National Association of Railway Clubs C,4,1
2013-01-14,12,3,Moulsecoomb Club A,Hove Deep Sea Anglers A,2,3
2013-01-14,12,3,National Association of Railway Clubs C,Rileys A,4,1
2013-01-21,12,3,Champion House C,National Association of Railway Clubs C,1,4
2013-01-21,12,3,Hove Deep Sea Anglers A,Portslade Sports Centre A,2,3
2013-01-21,12,3,Rileys A,Goldstone Ex-Services Club A,4,1
2013-01-28,12,3,Goldstone Ex-Services Club A,Champion House C,4,1
2013-01-28,12,3,National Association of Railway Clubs C,Moulsecoomb Club A,3,2
2013-01-28,12,3,Portslade Sports Centre A,Rileys A,3,2
2013-02-04,12,3,Champion House C,Portslade Sports Centre A,1,4
2013-02-04,12,3,Hove Deep Sea Anglers A,Rileys A,5,0
2013-02-11,12,3,National Association of Railway Clubs C,Hove Deep Sea Anglers A,2,3
2013-02-11,12,3,Portslade Sports Centre A,Moulsecoomb Club A,4,1
2013-02-11,12,3,Rileys A,Champion House C,3,2
2013-02-18,12,3,Hove Deep Sea Anglers A,Champion House C,2,3
2013-02-18,12,3,Moulsecoomb Club A,Rileys A,5,0
2013-02-18,12,3,National Association of Railway Clubs C,Goldstone Ex-Services Club A,3,2
2013-02-25,12,3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,3,2
2013-02-25,12,3,National Association of Railway Clubs C,Portslade Sports Centre A,1,4
2013-03-04,12,3,Hove Deep Sea Anglers A,Moulsecoomb Club A,5,0
2013-03-04,12,3,Portslade Sports Centre A,Goldstone Ex-Services Club A,5,0
2013-03-04,12,3,Rileys A,National Association of Railway Clubs C,4,1
2013-03-11,12,3,Goldstone Ex-Services Club A,Rileys A,1,4
2013-03-11,12,3,National Association of Railway Clubs C,Champion House C,2,3
2013-03-11,12,3,Portslade Sports Centre A,Hove Deep Sea Anglers A,4,1
2013-03-18,12,3,Champion House C,Goldstone Ex-Services Club A,4,1
2013-03-18,12,3,Moulsecoomb Club A,National Association of Railway Clubs C,4,1
2013-03-18,12,3,Rileys A,Portslade Sports Centre A,4,1
2013-03-25,12,3,Goldstone Ex-Services Club A,Moulsecoomb Club A,2,3
2013-03-25,12,3,Portslade Sports Centre A,Champion House C,4,1
2013-03-25,12,3,Rileys A,Hove Deep Sea Anglers A,3,2
2013-04-08,12,3,Champion House C,Rileys A,4,1
2013-04-08,12,3,Hove Deep Sea Anglers A,National Association of Railway Clubs C,2,3
2013-04-15,12,3,Champion House C,Hove Deep Sea Anglers A,1,4
2013-04-15,12,3,Goldstone Ex-Services Club A,National Association of Railway Clubs C,3,2
2013-04-15,12,3,Rileys A,Moulsecoomb Club A,2,3
2012-09-10,12,4,Castle Snooker Club D,Southwick Sports A,2,3
2012-09-10,12,4,National Association of Railway Clubs B,Castle Snooker Club F,2,3
2012-09-17,12,4,Southwick Sports A,St. Matthias D,3,2
2012-09-24,12,4,Goldstone Ex-Services Club B,Castle Snooker Club D,1,4
2012-10-01,12,4,Castle Snooker Club D,St. Matthias D,1,4
2012-10-01,12,4,Southwick Sports A,Castle Snooker Club F,5,0
2012-10-08,12,4,Goldstone Ex-Services Club B,St. Matthias D,2,3
2012-10-08,12,4,National Association of Railway Clubs B,Castle Snooker Club D,4,1
2012-10-15,12,4,Castle Snooker Club D,Castle Snooker Club F,1,4
2012-10-15,12,4,Southwick Sports A,Goldstone Ex-Services Club B,3,2
2012-10-22,12,4,Castle Snooker Club F,St. Matthias D,4,1
2012-10-22,12,4,Rileys B,Castle Snooker Club D,NA,NA
2012-10-29,12,4,Castle Snooker Club F,National Association of Railway Clubs B,4,1
2012-10-29,12,4,Southwick Sports A,Castle Snooker Club D,3,2
2012-11-05,12,4,Goldstone Ex-Services Club B,Castle Snooker Club F,4,1
2012-11-05,12,4,St. Matthias D,Southwick Sports A,1,4
2012-11-12,12,4,Castle Snooker Club D,Goldstone Ex-Services Club B,4,1
2012-11-12,12,4,Rileys B,Castle Snooker Club F,NA,NA
2012-11-19,12,4,Castle Snooker Club F,Southwick Sports A,2,3
2012-11-19,12,4,St. Matthias D,Castle Snooker Club D,4,1
2012-11-26,12,4,Castle Snooker Club D,National Association of Railway Clubs B,1,4
2012-11-26,12,4,St. Matthias D,Goldstone Ex-Services Club B,4,1
2012-12-10,12,4,Castle Snooker Club F,Castle Snooker Club D,3,2
2012-12-10,12,4,Goldstone Ex-Services Club B,Southwick Sports A,1,4
2012-12-10,12,4,National Association of Railway Clubs B,St. Matthias D,2,3
2012-12-17,12,4,Castle Snooker Club D,Rileys B,4,1
2012-12-17,12,4,National Association of Railway Clubs B,Goldstone Ex-Services Club B,3,2
2012-12-17,12,4,St. Matthias D,Castle Snooker Club F,1,4
2013-01-07,12,4,Castle Snooker Club D,Southwick Sports A,2,3
2013-01-07,12,4,National Association of Railway Clubs B,Castle Snooker Club F,2,3
2013-01-14,12,4,Castle Snooker Club F,Goldstone Ex-Services Club B,4,1
2013-01-14,12,4,Rileys B,National Association of Railway Clubs B,NA,NA
2013-01-14,12,4,Southwick Sports A,St. Matthias D,5,0
2013-01-21,12,4,Castle Snooker Club F,Rileys B,3,2
2013-01-21,12,4,Goldstone Ex-Services Club B,Castle Snooker Club D,3,2
2013-01-21,12,4,National Association of Railway Clubs B,Southwick Sports A,NA,NA
2013-01-28,12,4,Castle Snooker Club D,St. Matthias D,3,2
2013-01-28,12,4,Southwick Sports A,Castle Snooker Club F,4,1
2013-02-04,12,4,Goldstone Ex-Services Club B,St. Matthias D,3,2
2013-02-04,12,4,National Association of Railway Clubs B,Castle Snooker Club D,2,3
2013-02-11,12,4,Castle Snooker Club D,Castle Snooker Club F,1,4
2013-02-11,12,4,Southwick Sports A,Goldstone Ex-Services Club B,3,2
2013-02-11,12,4,St. Matthias D,National Association of Railway Clubs B,4,1
2013-02-18,12,4,Castle Snooker Club F,St. Matthias D,4,1
2013-02-18,12,4,Rileys B,Castle Snooker Club D,1,4
2013-02-25,12,4,Castle Snooker Club F,National Association of Railway Clubs B,4,1
2013-02-25,12,4,Southwick Sports A,Castle Snooker Club D,2,3
2013-03-04,12,4,Goldstone Ex-Services Club B,Castle Snooker Club F,3,2
2013-03-11,12,4,Castle Snooker Club D,Goldstone Ex-Services Club B,2,3
2013-03-11,12,4,Rileys B,Castle Snooker Club F,NA,NA
2013-03-11,12,4,Southwick Sports A,National Association of Railway Clubs B,NA,NA
2013-03-18,12,4,Castle Snooker Club F,Southwick Sports A,2,3
2013-03-18,12,4,St. Matthias D,Castle Snooker Club D,2,3
2013-03-25,12,4,Castle Snooker Club D,National Association of Railway Clubs B,4,1
2013-03-25,12,4,Southwick Sports A,Rileys B,2,3
2013-03-25,12,4,St. Matthias D,Goldstone Ex-Services Club B,2,3
2013-04-08,12,4,Castle Snooker Club F,Castle Snooker Club D,3,2
2013-04-08,12,4,Goldstone Ex-Services Club B,Southwick Sports A,2,3
2013-04-08,12,4,National Association of Railway Clubs B,St. Matthias D,3,2
2013-04-15,12,4,Castle Snooker Club D,Rileys B,2,3
2013-04-15,12,4,St. Matthias D,Castle Snooker Club F,5,0
2012-09-10,12,5,Brighton Trades Labour Club,Moulsecoomb Club B,3,2
2012-09-10,12,5,Castle Snooker Club G,Champion House D,4,1
2012-09-10,12,5,Portslade Royal British Legion,Hove Deep Sea Anglers B,3,2
2012-09-17,12,5,Champion House D,Castle Snooker Club J,5,0
2012-09-17,12,5,Hove Deep Sea Anglers B,Castle Snooker Club G,2,3
2012-09-17,12,5,Moulsecoomb Club B,Portslade Royal British Legion,2,3
2012-09-24,12,5,Brighton Trades Labour Club,Champion House D,3,2
2012-09-24,12,5,Portslade Royal British Legion,Castle Snooker Club G,2,3
2012-10-01,12,5,Castle Snooker Club G,Castle Snooker Club J,0,5
2012-10-01,12,5,Champion House D,Moulsecoomb Club B,2,3
2012-10-08,12,5,Moulsecoomb Club B,Hove Deep Sea Anglers B,4,1
2012-10-08,12,5,Portslade Royal British Legion,Castle Snooker Club J,1,4
2012-10-15,12,5,Castle Snooker Club G,Moulsecoomb Club B,3,2
2012-10-15,12,5,Champion House D,Portslade Royal British Legion,2,3
2012-10-22,12,5,Champion House D,Hove Deep Sea Anglers B,2,3
2012-10-22,12,5,Moulsecoomb Club B,Castle Snooker Club J,2,3
2012-10-29,12,5,Champion House D,Castle Snooker Club G,1,4
2012-10-29,12,5,Hove Deep Sea Anglers B,Portslade Royal British Legion,2,3
2012-10-29,12,5,Moulsecoomb Club B,Brighton Trades Labour Club,3,2
2012-11-05,12,5,Castle Snooker Club G,Hove Deep Sea Anglers B,4,1
2012-11-05,12,5,Castle Snooker Club J,Champion House D,2,3
2012-11-05,12,5,Portslade Royal British Legion,Moulsecoomb Club B,3,2
2012-11-12,12,5,Champion House D,Brighton Trades Labour Club,3,2
2012-11-12,12,5,Hove Deep Sea Anglers B,Castle Snooker Club J,1,4
2012-11-19,12,5,Castle Snooker Club J,Castle Snooker Club G,1,4
2012-11-19,12,5,Moulsecoomb Club B,Champion House D,2,3
2012-11-26,12,5,Castle Snooker Club J,Portslade Royal British Legion,4,1
2012-11-26,12,5,Hove Deep Sea Anglers B,Moulsecoomb Club B,3,2
2012-12-10,12,5,Moulsecoomb Club B,Castle Snooker Club G,3,2
2012-12-10,12,5,Portslade Royal British Legion,Champion House D,3,2
2012-12-17,12,5,Brighton Trades Labour Club,Portslade Royal British Legion,4,1
2012-12-17,12,5,Castle Snooker Club J,Moulsecoomb Club B,3,2
2012-12-17,12,5,Hove Deep Sea Anglers B,Champion House D,3,2
2013-01-07,12,5,Brighton Trades Labour Club,Moulsecoomb Club B,2,3
2013-01-07,12,5,Castle Snooker Club G,Champion House D,3,2
2013-01-07,12,5,Portslade Royal British Legion,Hove Deep Sea Anglers B,1,4
2013-01-14,12,5,Champion House D,Castle Snooker Club J,3,2
2013-01-14,12,5,Hove Deep Sea Anglers B,Castle Snooker Club G,4,1
2013-01-14,12,5,Moulsecoomb Club B,Portslade Royal British Legion,1,4
2013-01-21,12,5,Brighton Trades Labour Club,Champion House D,2,3
2013-01-21,12,5,Castle Snooker Club J,Hove Deep Sea Anglers B,3,2
2013-01-21,12,5,Portslade Royal British Legion,Castle Snooker Club G,1,4
2013-01-28,12,5,Castle Snooker Club G,Castle Snooker Club J,3,2
2013-01-28,12,5,Champion House D,Moulsecoomb Club B,4,1
2013-01-28,12,5,Hove Deep Sea Anglers B,Brighton Trades Labour Club,2,3
2013-02-04,12,5,Brighton Trades Labour Club,Castle Snooker Club G,0,5
2013-02-04,12,5,Moulsecoomb Club B,Hove Deep Sea Anglers B,3,2
2013-02-11,12,5,Castle Snooker Club G,Moulsecoomb Club B,4,1
2013-02-11,12,5,Champion House D,Portslade Royal British Legion,2,3
2013-02-18,12,5,Champion House D,Hove Deep Sea Anglers B,4,1
2013-02-18,12,5,Moulsecoomb Club B,Castle Snooker Club J,2,3
2013-02-18,12,5,Portslade Royal British Legion,Brighton Trades Labour Club,2,3
2013-02-25,12,5,Champion House D,Castle Snooker Club G,2,3
2013-02-25,12,5,Moulsecoomb Club B,Brighton Trades Labour Club,2,3
2013-03-04,12,5,Castle Snooker Club G,Hove Deep Sea Anglers B,4,1
2013-03-04,12,5,Castle Snooker Club J,Champion House D,2,3
2013-03-04,12,5,Portslade Royal British Legion,Moulsecoomb Club B,4,1
2013-03-11,12,5,Castle Snooker Club G,Portslade Royal British Legion,4,1
2013-03-11,12,5,Champion House D,Brighton Trades Labour Club,2,3
2013-03-11,12,5,Hove Deep Sea Anglers B,Castle Snooker Club J,2,3
2013-03-18,12,5,Castle Snooker Club J,Castle Snooker Club G,2,3
2013-03-18,12,5,Moulsecoomb Club B,Champion House D,2,3
2013-03-25,12,5,Castle Snooker Club G,Brighton Trades Labour Club,3,2
2013-03-25,12,5,Castle Snooker Club J,Portslade Royal British Legion,4,1
2013-03-25,12,5,Hove Deep Sea Anglers B,Moulsecoomb Club B,NA,NA
2013-04-08,12,5,Moulsecoomb Club B,Castle Snooker Club G,1,4
2013-04-08,12,5,Portslade Royal British Legion,Champion House D,2,3
2013-04-15,12,5,Castle Snooker Club J,Moulsecoomb Club B,1,4
2013-04-15,12,5,Hove Deep Sea Anglers B,Champion House D,3,2
2012-09-10,12,6,Southwick Sports B,Portslade Sports Centre B,4,1
2012-09-17,12,6,Brighton Ex-Services Club,Preston Club B,3,2
2012-09-17,12,6,Castle Snooker Club K,Southwick Sports B,4,1
2012-09-17,12,6,Portslade Sports Centre B,Portslade Sports Centre C,1,4
2012-09-24,12,6,Southwick Sports B,Brighton Ex-Services Club,4,1
2012-10-01,12,6,Castle Snooker Club K,Portslade Sports Centre C,3,2
2012-10-08,12,6,Castle Snooker Club K,Brighton Ex-Services Club,4,1
2012-10-08,12,6,Portslade Sports Centre C,Preston Club B,3,2
2012-10-22,12,6,Portslade Sports Centre B,Preston Club B,1,4
2012-10-29,12,6,Castle Snooker Club K,Preston Club B,2,3
2012-10-29,12,6,Portslade Sports Centre B,Southwick Sports B,4,1
2012-11-05,12,6,Portslade Sports Centre C,Portslade Sports Centre B,2,3
2012-11-12,12,6,Castle Snooker Club K,Portslade Sports Centre B,1,4
2012-11-19,12,6,Portslade Sports Centre B,Brighton Ex-Services Club,4,1
2012-11-26,12,6,Preston Club B,Portslade Sports Centre C,1,4
2012-11-26,12,6,Shoreham Royal British Legion,Portslade Sports Centre B,1,4
2012-12-10,12,6,Castle Snooker Club K,Shoreham Royal British Legion,4,1
2012-12-10,12,6,Portslade Sports Centre B,Moulsecoomb Club C,3,2
2012-12-10,12,6,Southwick Sports B,Preston Club B,2,3
2012-12-17,12,6,Moulsecoomb Club C,Castle Snooker Club K,1,4
2012-12-17,12,6,Preston Club B,Portslade Sports Centre B,1,4
2012-12-17,12,6,Southwick Sports B,Portslade Sports Centre C,1,4
2013-01-07,12,6,Southwick Sports B,Portslade Sports Centre B,2,3
2013-01-14,12,6,Brighton Ex-Services Club,Preston Club B,5,0
2013-01-14,12,6,Castle Snooker Club K,Southwick Sports B,5,0
2013-01-14,12,6,Portslade Sports Centre B,Portslade Sports Centre C,1,4
2013-01-21,12,6,Portslade Sports Centre B,Castle Snooker Club K,3,2
2013-01-21,12,6,Southwick Sports B,Brighton Ex-Services Club,3,2
2013-01-28,12,6,Brighton Ex-Services Club,Portslade Sports Centre B,2,3
2013-01-28,12,6,Castle Snooker Club K,Portslade Sports Centre C,4,1
2013-01-28,12,6,Moulsecoomb Club C,Preston Club B,3,2
2013-02-04,12,6,Portslade Sports Centre B,Shoreham Royal British Legion,4,1
2013-02-04,12,6,Portslade Sports Centre C,Preston Club B,4,1
2013-02-04,12,6,Southwick Sports B,Moulsecoomb Club C,3,2
2013-02-11,12,6,Brighton Ex-Services Club,Portslade Sports Centre C,2,3
2013-02-11,12,6,Moulsecoomb Club C,Portslade Sports Centre B,1,4
2013-02-18,12,6,Portslade Sports Centre B,Preston Club B,4,1
2013-02-18,12,6,Portslade Sports Centre C,Southwick Sports B,4,1
2013-02-25,12,6,Brighton Ex-Services Club,Moulsecoomb Club C,3,2
2013-02-25,12,6,Castle Snooker Club K,Preston Club B,3,2
2013-02-25,12,6,Portslade Sports Centre B,Southwick Sports B,3,2
2013-03-04,12,6,Moulsecoomb Club C,Shoreham Royal British Legion,2,3
2013-03-04,12,6,Portslade Sports Centre C,Portslade Sports Centre B,2,3
2013-03-04,12,6,Preston Club B,Brighton Ex-Services Club,3,2
2013-03-11,12,6,Brighton Ex-Services Club,Southwick Sports B,1,4
2013-03-11,12,6,Castle Snooker Club K,Portslade Sports Centre B,3,2
2013-03-18,12,6,Portslade Sports Centre B,Brighton Ex-Services Club,3,2
2013-03-18,12,6,Preston Club B,Moulsecoomb Club C,3,2
2013-03-25,12,6,Moulsecoomb Club C,Southwick Sports B,2,3
2013-03-25,12,6,Preston Club B,Portslade Sports Centre C,1,4
2013-03-25,12,6,Shoreham Royal British Legion,Portslade Sports Centre B,2,3
2013-04-08,12,6,Portslade Sports Centre B,Moulsecoomb Club C,4,1
2013-04-08,12,6,Southwick Sports B,Preston Club B,5,0
2013-04-15,12,6,Moulsecoomb Club C,Castle Snooker Club K,0,5
2013-04-15,12,6,Preston Club B,Portslade Sports Centre B,1,4
2013-04-15,12,6,Southwick Sports B,Portslade Sports Centre C,1,4
2013-09-09,13,1,National Association of Railway Clubs A,Castle Snooker Club B,2,3
2013-09-09,13,1,Shoreham Snooker Club,St. Matthias B,5,0
2013-09-09,13,1,St. Matthias A,St. Matthias C,2,3
2013-09-16,13,1,Castle Snooker Club B,St. Matthias A,0,5
2013-09-16,13,1,St. Matthias B,National Association of Railway Clubs A,2,3
2013-09-16,13,1,St. Matthias C,Castle Snooker Club A,2,3
2013-09-23,13,1,Castle Snooker Club B,St. Matthias B,3,2
2013-09-23,13,1,Shoreham Snooker Club,St. Matthias C,3,2
2013-09-23,13,1,St. Matthias A,Castle Snooker Club A,2,3
2013-09-30,13,1,Castle Snooker Club A,Shoreham Snooker Club,0,5
2013-09-30,13,1,St. Matthias B,St. Matthias A,2,3
2013-09-30,13,1,St. Matthias C,National Association of Railway Clubs A,2,3
2013-10-07,13,1,Castle Snooker Club B,St. Matthias C,0,5
2013-10-07,13,1,National Association of Railway Clubs A,Castle Snooker Club A,1,4
2013-10-07,13,1,St. Matthias A,Shoreham Snooker Club,1,4
2013-10-14,13,1,Castle Snooker Club A,Castle Snooker Club B,5,0
2013-10-14,13,1,Shoreham Snooker Club,National Association of Railway Clubs A,4,1
2013-10-14,13,1,St. Matthias C,St. Matthias B,3,2
2013-10-21,13,1,Castle Snooker Club B,Shoreham Snooker Club,1,4
2013-10-21,13,1,St. Matthias A,National Association of Railway Clubs A,3,2
2013-10-21,13,1,St. Matthias B,Castle Snooker Club A,3,2
2013-10-28,13,1,Castle Snooker Club B,National Association of Railway Clubs A,2,3
2013-10-28,13,1,St. Matthias B,Shoreham Snooker Club,2,3
2013-10-28,13,1,St. Matthias C,St. Matthias A,2,3
2013-11-04,13,1,Castle Snooker Club A,St. Matthias C,2,3
2013-11-04,13,1,National Association of Railway Clubs A,St. Matthias B,3,2
2013-11-04,13,1,St. Matthias A,Castle Snooker Club B,5,0
2013-11-11,13,1,Castle Snooker Club A,St. Matthias A,5,0
2013-11-11,13,1,St. Matthias B,Castle Snooker Club B,3,2
2013-11-11,13,1,St. Matthias C,Shoreham Snooker Club,4,1
2013-11-18,13,1,National Association of Railway Clubs A,St. Matthias C,5,0
2013-11-18,13,1,Shoreham Snooker Club,Castle Snooker Club A,2,3
2013-11-18,13,1,St. Matthias A,St. Matthias B,3,2
2013-11-25,13,1,Castle Snooker Club A,National Association of Railway Clubs A,1,4
2013-11-25,13,1,Shoreham Snooker Club,St. Matthias A,3,2
2013-11-25,13,1,St. Matthias C,Castle Snooker Club B,3,2
2013-12-09,13,1,Castle Snooker Club B,Castle Snooker Club A,0,5
2013-12-09,13,1,National Association of Railway Clubs A,Shoreham Snooker Club,3,2
2013-12-09,13,1,St. Matthias B,St. Matthias C,3,2
2013-12-16,13,1,Castle Snooker Club A,St. Matthias B,5,0
2013-12-16,13,1,National Association of Railway Clubs A,St. Matthias A,2,3
2013-12-16,13,1,Shoreham Snooker Club,Castle Snooker Club B,5,0
2014-01-06,13,1,National Association of Railway Clubs A,Castle Snooker Club B,3,2
2014-01-06,13,1,Shoreham Snooker Club,St. Matthias B,4,1
2014-01-06,13,1,St. Matthias A,St. Matthias C,2,3
2014-01-13,13,1,Castle Snooker Club B,St. Matthias A,2,3
2014-01-13,13,1,St. Matthias B,National Association of Railway Clubs A,2,3
2014-01-13,13,1,St. Matthias C,Castle Snooker Club A,3,2
2014-01-20,13,1,Castle Snooker Club B,St. Matthias B,3,2
2014-01-20,13,1,Shoreham Snooker Club,St. Matthias C,3,2
2014-01-20,13,1,St. Matthias A,Castle Snooker Club A,2,3
2014-01-27,13,1,Castle Snooker Club A,Shoreham Snooker Club,2,3
2014-01-27,13,1,St. Matthias B,St. Matthias A,1,4
2014-01-27,13,1,St. Matthias C,National Association of Railway Clubs A,3,2
2014-02-03,13,1,Castle Snooker Club B,St. Matthias C,1,4
2014-02-03,13,1,National Association of Railway Clubs A,Castle Snooker Club A,1,4
2014-02-03,13,1,St. Matthias A,Shoreham Snooker Club,0,5
2014-02-10,13,1,Castle Snooker Club A,Castle Snooker Club B,1,4
2014-02-10,13,1,Shoreham Snooker Club,National Association of Railway Clubs A,4,1
2014-02-10,13,1,St. Matthias C,St. Matthias B,4,1
2014-02-17,13,1,Castle Snooker Club B,Shoreham Snooker Club,2,3
2014-02-17,13,1,St. Matthias A,National Association of Railway Clubs A,4,1
2014-02-17,13,1,St. Matthias B,Castle Snooker Club A,0,5
2014-02-24,13,1,Castle Snooker Club B,National Association of Railway Clubs A,2,3
2014-02-24,13,1,St. Matthias B,Shoreham Snooker Club,2,3
2014-02-24,13,1,St. Matthias C,St. Matthias A,2,3
2014-03-03,13,1,Castle Snooker Club A,St. Matthias C,4,1
2014-03-03,13,1,National Association of Railway Clubs A,St. Matthias B,4,1
2014-03-03,13,1,St. Matthias A,Castle Snooker Club B,2,3
2014-03-10,13,1,Castle Snooker Club A,St. Matthias A,2,3
2014-03-10,13,1,St. Matthias B,Castle Snooker Club B,4,1
2014-03-10,13,1,St. Matthias C,Shoreham Snooker Club,1,4
2014-03-17,13,1,National Association of Railway Clubs A,St. Matthias C,1,4
2014-03-17,13,1,Shoreham Snooker Club,Castle Snooker Club A,2,3
2014-03-17,13,1,St. Matthias A,St. Matthias B,2,3
2014-03-24,13,1,Castle Snooker Club A,National Association of Railway Clubs A,1,4
2014-03-24,13,1,Shoreham Snooker Club,St. Matthias A,2,3
2014-03-24,13,1,St. Matthias C,Castle Snooker Club B,5,0
2014-03-31,13,1,Castle Snooker Club B,Castle Snooker Club A,1,4
2014-03-31,13,1,National Association of Railway Clubs A,Shoreham Snooker Club,2,3
2014-03-31,13,1,St. Matthias B,St. Matthias C,1,4
2014-04-07,13,1,Castle Snooker Club A,St. Matthias B,5,0
2014-04-07,13,1,National Association of Railway Clubs A,St. Matthias A,3,2
